"Type","Title","Director","Cast","Country","Date_added","Release_year","Rating","Duration","Listed_in","Age","IMDb","Rotten.Tomatoes","Netflix","Hulu","Prime.Video","Disney","Rating_category","Age_years","Cross_platform_score","Overall_score"
"TV Show","Love & Anarchy","","Ida Engvoll, Björn Mosten, Carla Sehn, Reine Brynolfsson, Gizem Erdogan, Björn Kjellman, Ruben Lopez, Johannes Kuhnke, Elsa Agemalm Reiland, Benjamin Shaps, Disa Östrand, Ejke Blomberg, Lars Väringer","Sweden","November 4, 2020",2020,"TV-MA","1 Season","International TV Shows, Romantic TV Shows, TV Comedies","","7.4/10","52/100",1,0,0,0,"High",4,0.25,0.63
"TV Show","Can You Hear Me?","","Mélissa Bédard, Ève Landry, Florence Longpré","Canada","November 2, 2020",2020,"TV-MA","2 Seasons","International TV Shows, TV Comedies, TV Dramas","16+","7.7/10","48/100",1,0,0,0,"High",4,0.25,0.625
"TV Show","60 Days In","","","United States","November 1, 2020",2019,"TV-MA","1 Season","Reality TV","16+","7.7/10","62/100",1,1,1,0,"High",5,0.75,0.695
"TV Show","Dawson's Creek","","James Van Der Beek, Katie Holmes, Michelle Williams, Joshua Jackson, Kerr Smith, Meredith Monroe, Busy Philipps, Mary Beth Peil","United States","November 1, 2020",2002,"TV-14","6 Seasons","Romantic TV Shows, TV Dramas, Teen TV Shows","7+","6.6/10","69/100",1,1,0,0,"Medium",22,0.5,0.675
"TV Show","Forged in Fire","","Wil Willis","United States","November 1, 2020",2019,"TV-14","1 Season","Reality TV","7+","8.4/10","65/100",1,1,1,0,"Medium",5,0.75,0.745
"TV Show","Leah Remini: Scientology and the Aftermath","","Leah Remini, Mike Rinder","United States","November 1, 2020",2018,"TV-14","3 Seasons","Docuseries","16+","9.0/10","68/100",1,1,0,0,"Medium",6,0.5,0.79
"TV Show","LEGO Jurassic World: Legend of Isla Nublar","","","United States","November 1, 2020",2019,"TV-Y","1 Season","Kids' TV","all","6.8/10","45/100",1,0,0,0,"Low",5,0.25,0.565
"TV Show","The Garfield Show","","Frank Welker, Wally Wingert, Gregg Berger","France, United States","November 1, 2020",2018,"TV-Y","4 Seasons","Kids' TV, TV Comedies","all","5.4/10","46/100",1,0,0,0,"Low",6,0.25,0.5
"TV Show","The Good Detective","","Son Hyun-joo, Jang Seung-jo, Lee Elijah, Oh Jung-se","South Korea","November 1, 2020",2020,"TV-MA","1 Season","Crime TV Shows, International TV Shows, TV Dramas","","7.5/10","45/100",1,0,0,0,"High",4,0.25,0.6
"TV Show","Voice","","Jang Hyuk, Lee Ha-na, Baek Sung-hyun, Ye-sung, Son Eun-seo, Kwon Jae-hwan, Lee Ju-seung, Kim Jae-wook","South Korea","November 1, 2020",2018,"TV-14","2 Seasons","Crime TV Shows, International TV Shows, Korean TV Shows","16+","7.7/10","54/100",1,0,0,0,"Medium",6,0.25,0.655
"TV Show","Afronta! Facing It!","Juliana Vicente","Loo Nascimento, Ingrid Silva, Rincon Sapiência, Batekoo, Gabriel Martins, Benjamin Abras, Daniele DaMata, Tasha & Tracie Okereke, Mariana de Matos, André Novais, Mahal Pita, Grace Passô, Thamyra Thâmara, Xenia França, Criola, Dani Ornellas, Anelis Assumpção, Magá Moura, Tássia Reis, Liniker, Yasmin Thayná, Raquel Virgínia, Juliana Luna, Erica Malunguinho, Diane Lima, Karol Conká","Brazil","October 31, 2020",2017,"TV-PG","1 Season","Docuseries, International TV Shows","","7.4/10","32/100",1,0,0,0,"Low",7,0.25,0.53
"TV Show","Zumbo's Just Desserts","","Adriano Zumbo, Rachel Khoo","Australia","October 31, 2020",2019,"TV-PG","1 Season","International TV Shows, Reality TV","7+","6.9/10","52/100",1,0,0,0,"Low",5,0.25,0.605
"TV Show","Kongsuni and Friends","","Hong So-yeong, Choi Bo-bae, Kim Eun-ah, Jeong Hye-won, Bae Jin-hong, Um Sang-hyun, Cha Moo-jin, Jang Min-young, Jang Do-young, Kim Sook-young, Park Ran, Kim Chang-won, Park Yeon-kyung","","October 30, 2020",2020,"TV-Y","2 Seasons","Kids' TV, Korean TV Shows","","4.4/10","32/100",1,0,0,0,"Low",4,0.25,0.38
"TV Show","Marvel's Agents of S.H.I.E.L.D.","","Clark Gregg, Ming-Na Wen, Brett Dalton, Chloe Bennet, Iain De Caestecker, Elizabeth Henstridge, Adrianne Palicki, Luke Mitchell, Henry Simmons","United States","October 30, 2020",2020,"TV-14","7 Seasons","TV Action & Adventure, TV Sci-Fi & Fantasy","16+","7.5/10","86/100",1,0,0,0,"Medium",4,0.25,0.805
"TV Show","Somebody Feed Phil","","Philip Rosenthal","United States","October 30, 2020",2020,"TV-14","4 Seasons","Docuseries, Reality TV","16+","8.2/10","61/100",1,0,0,0,"Medium",4,0.25,0.715
"TV Show","Suburra: Blood on Rome","","Alessandro Borghi, Giacomo Ferrara, Eduardo Valdarnini, Francesco Acquaroli, Filippo Nigro, Claudia Gerini, Adamo Dionisi, Barbara Chichiarelli, Federico Tocci, Gerasimos Skiadaresis, Elisabetta De Palo, Carlotta Antonelli, Renato Marchetti, Paola Sotgiu","Italy","October 30, 2020",2020,"TV-MA","3 Seasons","Crime TV Shows, International TV Shows, TV Dramas","18+","7.9/10","62/100",1,0,0,0,"High",4,0.25,0.705
"TV Show","Blood of Zeus","","Derek Phillips, Jason O'Mara, Claudia Christian, Mamie Gummer, Jessica Henwick, Elias Toufexis, Chris Diamantopoulos, Adetokumboh M'Cormack, Matthew Mercer, Melina Kanakaredes, Danny Jacobs, Matt Lowe, Adam Croasdell, Jennifer Hale, David Shaughnessy, Fred Tatasciore, Vanessa Marshall","United States","October 27, 2020",2020,"TV-MA","1 Season","Anime Series","","7.5/10","62/100",1,0,0,0,"High",4,0.25,0.685
"TV Show","Chico Bon Bon: Monkey with a Tool Belt","","Robbie Daymond, Dayci Brookshire, Anthony Tedesco, Andy Abbott, Roberta Lemons, Cole Seaver","United States","October 27, 2020",2020,"TV-Y","4 Seasons","Kids' TV","all","6.3/10","39/100",1,0,0,0,"Low",4,0.25,0.51
"TV Show","The Devil Punisher","Chang Chin-jung, Chen Rong-hui","Mike He, Ivy Shao, Anson Chen, Jane Chang, Roy Chang, Amanda Chou, Johnny Yang, Yin Chao-te, Tan Ai-Chen, Chen Bor-jeng, Dewi Chien","Taiwan","October 26, 2020",2020,"TV-14","1 Season","International TV Shows, Romantic TV Shows, TV Mysteries","","5.9/10","37/100",1,0,0,0,"Medium",4,0.25,0.48
"TV Show","Barbarians","","Laurence Rupp, Jeanne Goursaud, David Schütter, Ronald Zehrfeld, Nicki von Tempelhoff, Bernhard Schütz, Eva Verena Müller, Sophie Rois, Gaetano Aronica, Nikolai Kinski, Jeremy Miliker","Germany","October 23, 2020",2020,"TV-MA","1 Season","International TV Shows, TV Action & Adventure, TV Dramas","","7.2/10","62/100",1,0,0,0,"High",4,0.25,0.67
"TV Show","Move","Thierry Demaizière, Alban Teurlai","","United States","October 23, 2020",2020,"TV-MA","1 Season","Docuseries, International TV Shows","","","40/100",1,0,0,0,"High",4,0.25,NA
"TV Show","Stolen Away","","Daniel Grao, Carolina Lapausa, Melani Olivares, Adriana Paz, Fernando Solórzano, Juan Carlos Messier, Jon Arias, Verónica Velásquez, David Trejos, Ana Maria Orozco","Spain","October 23, 2020",2020,"TV-MA","1 Season","Crime TV Shows, International TV Shows, Spanish-Language TV Shows","","7.1/10","48/100",1,0,0,0,"High",4,0.25,0.595
"TV Show","The Queen's Gambit","","Anya Taylor-Joy, Bill Camp, Marielle Heller, Thomas Brodie-Sangster, Moses Ingram, Harry Melling, Isla Johnston, Christiane Seidel, Rebecca Root, Chloe Pirrie, Jacob Fortune-Lloyd","United States","October 23, 2020",2020,"TV-MA","1 Season","TV Dramas","18+","8.6/10","92/100",1,0,0,0,"High",4,0.25,0.89
"TV Show","My Next Guest Needs No Introduction With David Letterman","","President Barack Obama, George Clooney, Malala Yousafzai, Jay-Z, Tina Fey, Howard Stern, David Letterman","United States","October 21, 2020",2020,"TV-MA","3 Seasons","Stand-Up Comedy & Talk Shows","18+","7.9/10","59/100",1,0,0,0,"High",4,0.25,0.69
"TV Show","Unsolved Mysteries","","","","October 19, 2020",2020,"TV-MA","2 Seasons","Crime TV Shows, Docuseries","7+","8.2/10","61/100",1,1,1,0,"High",4,0.75,0.715
"TV Show","Start-Up","","Bae Suzy, Nam Joo-hyuk, Kim Seon-ho, Kang Han-na, Kim Do-wan, Yu Su-bin, Stephanie Lee, Kim Hae-sook, Seo Yi-sook, Song Sun-mi","South Korea","October 18, 2020",2020,"TV-14","1 Season","International TV Shows, Romantic TV Shows, TV Comedies","16+","8.1/10","60/100",1,0,0,0,"Medium",4,0.25,0.705
"TV Show","Grand Army","","Odessa A’zion, Odley Jean, Amir Bageria, Maliq Johnson, Amalia Yoo, Alphonso Romero Jones II, Thelonius Serrell-Freed, Anthony Ippolito, Brian Altemus","United States","October 16, 2020",2020,"TV-MA","1 Season","TV Dramas, Teen TV Shows","","7.6/10","61/100",1,0,0,0,"High",4,0.25,0.685
"TV Show","La Révolution","","Amir El Kacem, Marilou Aussilloux, Lionel Erdogan, Isabel Aimé Gonzalez Sola, Julien Frison, Doudou Masta, Dimitri Storoge, Amélia Lacquemant, Coline Beal, Laurent Lucas, Gaia Weiss, Chiara Tantimonaco, Nina Tantimonaco, Pierre Andrau, Philippine Martinot, Jérémie Covillault","France","October 16, 2020",2020,"TV-MA","1 Season","International TV Shows, TV Action & Adventure, TV Dramas","16+","6.5/10","54/100",1,0,0,0,"High",4,0.25,0.595
"TV Show","Someone Has to Die","Manolo Caro","Carmen Maura, Cecilia Suárez, Ester Expósito, Ernesto Alterio, Alejandro Speitzer, Isaac Hernández, Carlos Cuevas, Mariola Fuentes, Pilar Castro, Juan Carlos Vellido, Eduardo Casanova, Manuel Morón, Javier Pereira","Mexico, Spain","October 16, 2020",2020,"TV-MA","1 Season","Crime TV Shows, International TV Shows, Spanish-Language TV Shows","","6.3/10","54/100",1,0,0,0,"High",4,0.25,0.585
"TV Show","The Last Kids on Earth","","Nick Wolfhard, Charles Demers, Garland Whitt, Montse Hernandez, Brian Drummond, Giles Panton, Keith David","United States","October 16, 2020",2020,"TV-Y7","3 Seasons","Kids' TV, TV Comedies","7+","7.4/10","51/100",1,0,0,0,"Low",4,0.25,0.625
"TV Show","Fireman Sam","","Steven Kynman, David Carling, Tegwen Tucker, Su Douglas, Andrew Hodwitz, Dave Pender, Lily Cassano, Carter Treneer, Sarah Lynn Strange","United Kingdom","October 15, 2020",2018,"TV-Y","4 Seasons","British TV Shows, Kids' TV","all","6.2/10","52/100",1,0,1,0,"Low",6,0.5,0.57
"TV Show","Half & Half","","Rachel True, Essence Atkins, Telma Hopkins, Chico Benymon, Valarie Pettiford, Alec Mapa","United States","October 15, 2020",2005,"TV-14","4 Seasons","TV Comedies","7+","7.1/10","51/100",1,0,0,0,"Medium",19,0.25,0.61
"TV Show","One on One","","Flex Alexander, Kyla Pratt, Kelly Perine, Sicily Johnson, Robert Ri'chard","United States","October 15, 2020",2006,"TV-14","5 Seasons","TV Comedies, Teen TV Shows","16+","7.2/10","54/100",1,0,1,0,"Medium",18,0.5,0.63
"TV Show","Power Rangers Beast Morphers","","Rorrie D. Travis, Jazz Baduwalia, Jacqueline Scislowski, Abraham Rodríguez, Teuila Blakely, Kristina Ho, Cosme Flores, Kevin Copeland","United States","October 15, 2020",2020,"TV-Y7","2 Seasons","Kids' TV","7+","6.8/10","45/100",1,0,0,0,"Low",4,0.25,0.565
"TV Show","Social Distance","","Danielle Brooks, Oscar Nuñez, Mike Colter, Heather Burns, Okieriete Onaodowan, Ajay Naidu, Shakira Barrera, Steven Weber, Helena Howard, Daphne Rubin-Vega, Guillermo Díaz, Miguel Sandoval, Camila Perez, Gianna Aragon, Tom Costanzo, Luca Costanzo, Olli Haaskivi, Marsha Stephanie Blake, Isabella Ferreira, Rocco Luna, Larita Brooks, Misha Brooks, Liam Foley, Zoë Verbil, Anthony Norman, Brian Jordan Alvarez, Max Jenkins, Peter Vack, Rana Roy, Peter Scanavino, Ali Ahn, Tami Sagher, Barbara Rosenblat, Michael Mulheren, Leo Bai-Scanavino, Becky Ann Baker, Dylan Baker, Marcia DeBonis, Raymond Anthony Thomas, Sunita Mani, Kylie Liya Page, David Iacono, Lachlan Riley Watson, Niles Fitch, Will Meyers, Ava DeMary, Lydia Look, Asante Blackk, Ayize Ma'at, Lovie Simone","United States","October 15, 2020",2020,"TV-MA","1 Season","TV Comedies, TV Dramas","","5.7/10","42/100",1,0,0,0,"High",4,0.25,0.495
"TV Show","The Cabin with Bert Kreischer","","Bert Kreischer, Anthony Anderson, Caitlyn Jenner, Tom Segura, Joey Diaz, Nikki Glaser, Fortune Feimster, Bobby Lee, Donnell Rawlings, Kaley Cuoco, Joel McHale, Ms. Pat, Deon Cole, Big Jay Oakerson","United States","October 13, 2020",2020,"TV-MA","1 Season","Reality TV, TV Comedies","18+","7.3/10","49/100",1,0,0,0,"High",4,0.25,0.61
"TV Show","Kipo and the Age of Wonderbeasts","","Karen Fukuhara, Sydney Mikayla, Deon Cole, Coy Stewart, Dee Bradley Baker, Sterling K. Brown, Dan Stevens, Jake Green, Steve Blum","United States","October 12, 2020",2020,"TV-Y7","3 Seasons","Kids' TV, TV Comedies","7+","8.4/10","70/100",1,0,0,0,"Low",4,0.25,0.77
"TV Show","Deaf U","","","United States","October 9, 2020",2020,"TV-MA","1 Season","Docuseries","18+","6.4/10","45/100",1,0,0,0,"High",4,0.25,0.545
"TV Show","The Haunting of Bly Manor","","Victoria Pedretti, Oliver Jackson-Cohen, Henry Thomas, Amelia Eve, T'Nia Miller, Rahul Kohli, Tahirah Sharif, Amelie Bea Smith, Benjamin Evan Ainsworth","United States","October 9, 2020",2020,"TV-MA","1 Season","TV Dramas, TV Horror, TV Mysteries","","7.4/10","74/100",1,0,0,0,"High",4,0.25,0.74
"TV Show","Do Do Sol Sol La La Sol","","Go A-ra, Lee Jae-wook, Kim Ju-hun, Ye Ji-won, Lee Soon-jae, Shin Eun-soo, Seo Yi-sook","South Korea","October 8, 2020",2020,"TV-14","1 Season","International TV Shows, Romantic TV Shows, TV Comedies","","7.4/10","48/100",1,0,0,0,"Medium",4,0.25,0.61
"TV Show","Private Lives","","Seohyun, Ko Kyung-pyo, Kim Hyo-jin, Kim Young-min, Tae Won-seok, Song Sun-mi, Park Seong-geun, Jang Jin-hee, Yoon Sa-bong, Lee Hak-ju, Song Sang-eun, Jang Won-hyeok, Yoo Hee-je, Min Zio, Kim Min-sang, Kim Ba-da, Cha Soo-yeon","South Korea","October 8, 2020",2020,"TV-14","1 Season","Crime TV Shows, International TV Shows, TV Dramas","","6.6/10","46/100",1,0,0,0,"Medium",4,0.25,0.56
"TV Show","The 100","","Eliza Taylor, Paige Turco, Bob Morley, Marie Avgeropoulos, Christopher Larkin, Henry Ian Cusick, Isaiah Washington, Lindsey Morgan, Devon Bostick, Richard Harmon, Ricky Whittle, Jarod Joseph, Chelsey Reist, Sachin Sahel, Adina Porter","United States, Canada","October 8, 2020",2020,"TV-MA","7 Seasons","TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy","16+","7.6/10","86/100",1,0,0,0,"High",4,0.25,0.81
"TV Show","To the Lake","Pavel Kostomarov","Viktoriya Isakova, Kirill Käro, Aleksandr Robak, Natalya Zemtsova, Maryana Spivak, Yuri Kuznetsov, Eldar Kalimulin, Viktoriya Agalakova, Alexander Yatsenko, Saveliy Kudryashov","Russia","October 7, 2020",2020,"TV-MA","1 Season","International TV Shows, TV Dramas, TV Mysteries","","7.3/10","62/100",1,0,0,0,"High",4,0.25,0.675
"TV Show","Bad Boy Billionaires: India","","","India","October 5, 2020",2020,"TV-14","1 Season","British TV Shows, Docuseries, International TV Shows","","8.0/10","52/100",1,0,0,0,"Medium",4,0.25,0.66
"TV Show","Emily in Paris","","Lily Collins, Philippine Leroy-Beaulieu, Ashley Park, Lucas Bravo, Kate Walsh, Samuel Arnold, Bruno Gouery, Camille Razat","United States","October 2, 2020",2020,"TV-MA","1 Season","Romantic TV Shows, TV Comedies, TV Dramas","18+","7.0/10","68/100",1,0,0,0,"High",4,0.25,0.69
"TV Show","H2O: Just Add Water","","Cariba Heine, Phoebe Tonkin, Angus McLaren, Burgess Abernethy, Claire Holt, Alan David Lee, Cleo Massey, Jamie Timony","Australia","October 2, 2020",2009,"TV-PG","3 Seasons","Kids' TV, TV Dramas","all","7.2/10","64/100",1,1,0,0,"Low",15,0.5,0.68
"TV Show","Evil","","Katja Herbers, Mike Colter, Aasif Mandvi, Michael Emerson, Christine Lahti, Kurt Fuller, Marti Matulis","United States","October 1, 2020",2019,"TV-14","1 Season","TV Dramas","18+","7.7/10","85/100",1,0,0,0,"Medium",5,0.25,0.81
"TV Show","Familiar Wife","","Ji Sung, Han Ji-min, Kang Han-na, Jang Seung-jo","South Korea","October 1, 2020",2018,"TV-MA","1 Season","International TV Shows, Romantic TV Shows, TV Dramas","","7.6/10","48/100",1,0,0,0,"High",6,0.25,0.62
"TV Show","Good Morning, Verônica","","Tainá Müller, Eduardo Moscovis, Camila Morgado, Antonio Grassi, Elisa Volpatto, César Mello, Sílvio Guindane, Alice Valverde, DJ Amorim, Adriano Garib, Johnnas Oliva, Marina Provenzzano, José Rubens Chachá, Julia Ianina, Sacha Bali, Aline Borges, Cassio Pandolfi, Pally Siqueira, Juliana Lohmann","Brazil","October 1, 2020",2020,"TV-MA","1 Season","Crime TV Shows, International TV Shows, TV Mysteries","","7.6/10","52/100",1,0,0,0,"High",4,0.25,0.64
"Movie","Human Nature","Adam Bolt","","United States","October 1, 2020",2019,"TV-14","95 min","Documentaries","","","13/100",1,0,1,0,"Medium",5,0.5,NA
"TV Show","Journey of an African Colony","","Olasupo Shasore","","October 1, 2020",2018,"TV-MA","1 Season","Docuseries, International TV Shows","","","37/100",1,0,0,0,"High",6,0.25,NA
"TV Show","Oktoberfest: Beer & Blood","","Mišel Matičević, Martina Gedeck, Klaus Steinbacher, Mercedes Müller, Maximilian Brückner, Brigitte Hobmeier, Markus Krojer, Martin Feifel, Michael Kranz, Vladimir Burlakov","Germany, Czech Republic","October 1, 2020",2020,"TV-MA","1 Season","International TV Shows, TV Dramas","","6.8/10","50/100",1,0,0,0,"High",4,0.25,0.59
"TV Show","Secreto bien guardado","","Oriana Sabatini, Victorio D'Alessandro, Noemí Frenkel, Matías Mayer, Paula Sartor, Agustina Palma, Graciela Tenenbaum, Bárbara Lombardo","Argentina","October 1, 2020",2019,"TV-MA","1 Season","International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","","4.9/10","36/100",1,0,0,0,"High",5,0.25,0.425
"TV Show","Sword Art Online","","Yoshitsugu Matsuoka, Haruka Tomatsu, Ayana Taketatsu, Kanae Ito, Rina Hidaka, Ayahi Takagaki, Hiroaki Hirata, Hiroki Yasumoto, Saori Hayami, Koichi Yamadera","Japan","October 1, 2020",2018,"TV-MA","3 Seasons","Anime Series, International TV Shows","18+","7.6/10","71/100",1,1,0,0,"High",6,0.5,0.735
"TV Show","The Parkers","","Mo'Nique, Countess Vaughn, Dorien Wilson, Jenna von Oÿ, Ken Lawson, Yvette Wilson","United States","October 1, 2020",2003,"TV-PG","5 Seasons","TV Comedies","7+","6.9/10","48/100",1,0,0,0,"Low",21,0.25,0.585
"TV Show","The Unicorn","","Walton Goggins, Rob Corddry, Michaela Watkins, Omar Benson Miller, Maya Lynne Robinson, Ruby Jay, Makenzie Moss","United States","October 1, 2020",2019,"TV-14","1 Season","TV Comedies, TV Dramas","7+","7.2/10","67/100",1,1,0,0,"Medium",5,0.5,0.695
"TV Show","Black Butler","","Daisuke Ono, Maaya Sakamoto, Hiroki Touchi, Yuki Kaji, Emiri Kato, Koji Yusa, Shunji Fujimura, Yukari Tamura, Romi Park, Jun Fukuyama","Japan","September 30, 2020",2010,"TV-MA","3 Seasons","Anime Series, International TV Shows","18+","7.8/10","65/100",1,1,0,0,"High",14,0.5,0.715
"TV Show","Man with a Plan","","Matt LeBlanc, Liza Snyder, Grace Kaufman, Matthew McCann, Hala Finley, Matt Cook, Jessica Chaffin","United States","September 30, 2020",2020,"TV-PG","4 Seasons","TV Comedies","7+","7.0/10","63/100",1,0,0,0,"Low",4,0.25,0.665
"TV Show","Wentworth","","Danielle Cormack, Nicole da Silva, Kate Atkinson, Celia Ireland, Shareena Clanton, Aaron Jeffery, Robbie Magasiva, Katrina Milosevic, Jacqueline Brennan, Ra Chapman, Pamela Rabe, Sigrid Thornton, Socratis Otto, Bernard Curry, Tammy MacIntosh, Kate Jenkinson","Australia","September 30, 2020",2020,"TV-MA","8 Seasons","Crime TV Shows, TV Dramas","18+","8.6/10","73/100",1,0,0,0,"High",4,0.25,0.795
"TV Show","Whose Vote Counts, Explained","","","United States","September 28, 2020",2020,"TV-PG","1 Season","Docuseries","","7.3/10","48/100",1,0,0,0,"Low",4,0.25,0.605
"TV Show","Van Helsing","","Kelly Overton, Jonathan Scarfe, Christopher Heyerdahl, Paul Johansson, David Cubitt, Tim Guinee","United States","September 27, 2020",2019,"TV-MA","4 Seasons","International TV Shows, TV Action & Adventure, TV Dramas","16+","6.2/10","66/100",1,0,0,0,"High",5,0.25,0.64
"TV Show","The Good Place","","Kristen Bell, Ted Danson, William Jackson Harper, Jameela Jamil, D'Arcy Carden, Manny Jacinto","United States","September 26, 2020",2020,"TV-14","4 Seasons","TV Comedies","16+","8.2/10","88/100",1,0,0,0,"Medium",4,0.25,0.85
"TV Show","A Perfect Crime","","","Germany","September 25, 2020",2020,"TV-14","1 Season","Crime TV Shows, Docuseries, International TV Shows","","7.3/10","54/100",1,0,0,0,"Medium",4,0.25,0.635
"TV Show","Mighty Little Bheem","","","","September 25, 2020",2020,"TV-Y","3 Seasons","Kids' TV, TV Comedies","all","6.7/10","44/100",1,0,0,0,"Low",4,0.25,0.555
"TV Show","Sneakerheads","","Allen Maldonado, Andrew Bachelor, Jearnest Corchado, Matthew Josten, Yaani King Mondschein, Justin Lee, Aja Evans","United States","September 25, 2020",2020,"TV-MA","1 Season","TV Comedies","","6.2/10","47/100",1,0,0,0,"High",4,0.25,0.545
"TV Show","The School Nurse Files","","Jung Yu-mi, Nam Joo-hyuk","South Korea","September 25, 2020",2020,"TV-MA","1 Season","International TV Shows, TV Dramas, TV Mysteries","","6.5/10","44/100",1,0,0,0,"High",4,0.25,0.545
"TV Show","The Chef Show","","Jon Favreau, Roy Choi","United States","September 24, 2020",2020,"TV-MA","4 Seasons","Docuseries","18+","8.2/10","61/100",1,0,0,0,"High",4,0.25,0.715
"TV Show","The Playbook","","","United States","September 22, 2020",2020,"TV-MA","1 Season","Docuseries","","7.5/10","49/100",1,0,0,0,"High",4,0.25,0.62
"Movie","Black","Raja Chanda","Soham Chakraborty, Bidya Sinha Mim, Ashish Vidyarthi, Rajatabha Dutta, Rudranil Ghosh, Kharaj Mukherjee","India","September 19, 2020",2015,"TV-14","137 min","Action & Adventure, International Movies","16+","8.0/10","63/100",1,0,0,0,"Medium",9,0.25,0.715
